"siteid_07"	"sampling_event"	"visit_no"	"day"	"month"	"year"	"lat"	"lon"	"state"	"EPA_reg"	"ECO9"	"HUC2"	"HUC8"	"lake_origin"	"area_km2"	"perim_km"	"elevation_m"	"depthmax_m"	"SLD"	"WGT"	"secchi_m"	"clear_to_bottom"	"siteid_12"	"site_id"	"sampled_depthmax_m"	"resampled"
"1496"	"NLA06608-2824"	"NLA06608-2824-2012-1"	1	23	7	2012	41.76432182	-98.65979155	"NE"	"region_7"	"SPL"	"10"	"10210010"	"man_made"	0.5056218763	4.77320062	610.76	NA	1.89361562462487	15.60063964	0.33	0	"NLA12_NE-104"	"NLA06608-2824"	2.2	1
"1497"	"NLA06608-2831"	"NLA06608-2831-2007-1"	1	1	8	2007	34.14749294	-85.7918613	"AL"	"region_4"	"SAP"	"3"	"3150105"	"man-made"	113.8434074	509.0235001	171.92	13.5	13.4579514702834	1.773181454	0.48	0	NA	"NLA06608-2831"	11.5	0
"1498"	"NLA06608-2833"	"NLA06608-2833-2007-1"	1	15	8	2007	47.91880419	-120.164879	"WA"	"region_10"	"XER"	"17"	"17020009"	"man-made"	0.766525159	4.397976296	375.52	18.5	1.41704859995945	7.363183584	4.39	0	NA	"NLA06608-2833"	18	1
"1499"	"NLA06608-2833"	"NLA06608-2833-2012-1"	1	9	8	2012	47.91608833	-120.1596049	"WA"	"region_10"	"XER"	"17"	"17020009"	"man_made"	0.766528835	4.397962151	375.52	NA	1.41704064455007	20.87943929	3.15	0	"NLA12_WA-111"	"NLA06608-2833"	18.5	1
"1500"	"NLA06608-2874"	"NLA06608-2874-2007-1"	1	26	9	2007	46.93083483	-111.9632243	"MT"	"region_8"	"NPL"	"10"	"10030101"	"man-made"	14.85759315	60.58810244	1091	35.1	4.43412761611872	2.212647044	4.2	0	NA	"NLA06608-2874"	34	0
"1501"	"NLA06608-2881"	"NLA06608-2881-2007-1"	1	21	9	2007	48.45509278	-114.388	"MT"	"region_8"	"WMT"	"17"	"17010210"	"natural"	13.35841549	26.06315998	913	49.7	2.01161406796908	1.69454268	6.95	0	NA	"NLA06608-2881"	48	1
"1502"	"NLA06608-2881"	"NLA06608-2881-2012-1"	1	12	9	2012	48.45099337	-114.3814277	"MT"	"region_8"	"WMT"	"17"	"17010210"	"natural"	13.35843011	26.063186	913	NA	2.01161497545513	4.68185044	6.225	0	"NLA12_MT-111"	"NLA06608-2881"	49	1
"1503"	"NLA06608-2889"	"NLA06608-2889-2007-1"	1	18	7	2007	38.70359768	-118.7179736	"NV"	"region_9"	"XER"	"16"	"16050304"	"man-made"	143.7842575	55.39909645	1207.07	24	1.30329305193049	1.224245099	8.2	0	NA	"NLA06608-2889"	20	0
"1504"	"NLA06608-2891"	"NLA06608-2891-2007-1"	1	16	7	2007	41.23224913	-85.98525778	"IN"	"region_5"	"UMW"	"5"	"5120106"	"natural"	0.253290775	2.274084648	241.29	11.9	1.27465310410188	10.83110054	3	0	NA	"NLA06608-2891"	11.4	0
"1505"	"NLA06608-2916"	"NLA06608-2916-2007-1"	1	6	8	2007	38.21295517	-87.11602237	"IN"	"region_5"	"TPL"	"5"	"5140201"	"man-made"	0.109151908	1.973631123	179.9	4.6	1.68517647302737	27.49163488	3.3	0	NA	"NLA06608-2916"	4	1
"1506"	"NLA06608-2916"	"NLA06608-2916-2012-1"	1	22	8	2012	38.21375521	-87.11795032	"IN"	"region_5"	"TPL"	"5"	"5140201"	"man_made"	0.1091514258	1.973624127	179.9	NA	1.68517422182099	79.86735895	1.175	0	"NLA12_IN-104"	"NLA06608-2916"	7	1
"1507"	"NLA06608-2924"	"NLA06608-2924-2007-1"	1	1	8	2007	32.23706223	-101.3181565	"TX"	"region_6"	"SPL"	"12"	"12080007"	"man-made"	0.567550829	5.998923679	711.05	10	2.24629103321093	14.65122326	1.21	0	NA	"NLA06608-2924"	9.5	1
"1508"	"NLA06608-2924"	"NLA06608-2924-2012-1"	1	16	7	2012	32.24025447	-101.3133027	"TX"	"region_6"	"SPL"	"12"	"12080007"	"man_made"	0.5675482287	5.998927252	711.05	NA	2.24629751695954	51.88490557	0.95	0	"NLA12_TX-111"	"NLA06608-2924"	4.3	1
"1509"	"NLA06608-2950"	"NLA06608-2950-2012-1"	1	20	8	2012	40.76439588	-122.2541896	"CA"	"region_9"	"WMT"	"18"	"18020003"	"man_made"	110.5235363	546.2851138	325.4	NA	14.658416185784	20.86922853	3.8	0	"NLA12_CA-206"	"NLA06608-2950"	NA	0
"1510"	"NLA06608-2954"	"NLA06608-2954-2007-1"	1	26	7	2007	44.02361323	-111.6037333	"ID"	"region_10"	"XER"	"17"	"17040203"	"natural"	0.191483149	3.118321311	1536.82	2.4	2.01025268218573	13.93868093	1.58	0	NA	"NLA06608-2954"	1.9	0
"1511"	"NLA06608-2955"	"NLA06608-2955-2007-1"	1	28	6	2007	33.55680923	-86.14384613	"AL"	"region_4"	"SAP"	"3"	"3150106"	"man-made"	103.6072355	688.1584853	141.76	9.5	19.0716599400857	6.199149829	0.74	0	NA	"NLA06608-2955"	9	1
"1512"	"NLA06608-2955"	"NLA06608-2955-2012-1"	1	19	7	2012	33.7624784	-86.05315833	"AL"	"region_4"	"SAP"	"3"	"3150106"	"man_made"	103.6325848	688.4591342	141.76	NA	19.0776584426698	51.33189892	0.775	0	"NLA12_AL-103"	"NLA06608-2955"	6	1
"1513"	"NLA06608-2972"	"NLA06608-2972-2007-1"	1	19	8	2007	42.45325719	-100.649942	"NE"	"region_7"	"SPL"	"10"	"10210006"	"natural"	0.541210154	4.637202284	903.39	1.7	1.7781489638827	3.778708663	0.16	0	NA	"NLA06608-2972"	1.5	1
"1514"	"NLA06608-2972"	"NLA06608-2972-2012-1"	1	17	8	2012	42.45261113	-100.6479949	"NE"	"region_7"	"SPL"	"10"	"10210006"	"natural"	0.5412090517	4.637214259	903.39	NA	1.77815536654577	15.60063964	0.1	0	"NLA12_NE-108"	"NLA06608-2972"	1.1	1
"1515"	"NLA06608-2979"	"NLA06608-2979-2012-1"	1	21	5	2012	45.24419324	-88.70016387	"WI"	"region_5"	"UMW"	"4"	"4030104"	"natural"	0.02530354729	0.695907493	406.45	NA	1.23411569685683	NA	1.5	0	"NLA12_WI-R11"	"NLA06608-2979"	NA	0
"1516"	"NLA06608-2987"	"NLA06608-2987-2007-1"	1	1	8	2007	41.67863226	-86.36950208	"IN"	"region_5"	"UMW"	"7"	"7120001"	"natural"	0.309276937	6.878255825	218.76	2.3	3.48898919778293	10.83110054	0.99	0	NA	"NLA06608-2987"	2	0
"1517"	"NLA06608-2996"	"NLA06608-2996-2007-1"	1	18	10	2007	33.9804795	-98.7099336	"TX"	"region_6"	"SPL"	"11"	"11130206"	"man-made"	0.839335721	5.915633098	314.95	5.2	1.82149693541359	14.65122326	0.28	0	NA	"NLA06608-2996"	4.7	0
"1518"	"NLA06608-3030"	"NLA06608-3030-2012-1"	1	26	7	2012	44.95572697	-71.71766789	"VT"	"region_1"	"NAP"	"1"	"1110000"	"natural"	1.775576428	5.589399873	529.93	NA	1.18328828074612	22.37142096	6.15	0	"NLA12_VT-114"	"NLA06608-3030"	NA	0
"1519"	"NLA06608-3031"	"NLA06608-3031-2012-1"	1	4	6	2012	45.69877035	-97.44011662	"SD"	"region_8"	"TPL"	"10"	"10160010"	"natural"	6.963329358	26.6485676	547.07	NA	2.84879021753923	34.0180172	3.075	0	"NLA12_SD-138"	"NLA06608-3031"	NA	0
"1520"	"NLA06608-3032"	"NLA06608-3032-2007-1"	1	17	10	2007	33.8415669	-97.25082795	"TX"	"region_6"	"SPL"	"11"	"11130201"	"man-made"	0.042796391	0.848543616	268.28	3.6	1.15708606955972	210.5049403	0.29	0	NA	"NLA06608-3032"	3.1	0
"1521"	"NLA06608-3035"	"NLA06608-3035-2007-1"	1	25	7	2007	41.55099685	-85.2868168	"IN"	"region_5"	"UMW"	"4"	"4050001"	"natural"	0.262720956	2.071810231	295.6	16	1.14024370548178	10.83110054	3.65	0	NA	"NLA06608-3035"	15.5	0
"1522"	"NLA06608-3063"	"NLA06608-3063-2012-1"	1	5	7	2012	43.17179588	-94.90593006	"IA"	"region_7"	"TPL"	"10"	"10230003"	"man_made"	4.277010596	8.321745258	410.69	NA	1.13511358702211	6.018682365	1.125	0	"NLA12_IA-152"	"NLA06608-3063"	NA	0
"1523"	"NLA06608-3074"	"NLA06608-3074-2012-1"	1	20	6	2012	39.13365249	-78.59720705	"WV"	"region_3"	"SAP"	"2"	"2070003"	"man_made"	0.1543864145	2.314283945	391.56	NA	1.66152610819465	8.77646873	2.175	0	"NLA12_WV-115"	"NLA06608-3074"	NA	0
"1524"	"NLA06608-3083"	"NLA06608-3083-2007-1"	1	6	8	2007	30.85367701	-95.34226168	"TX"	"region_6"	"CPL"	"12"	"12030202"	"man-made"	337.5739161	649.0819213	39.91	20	9.96575348266657	2.186087249	1.18	0	NA	"NLA06608-3083"	19.5	0
"1525"	"NLA06608-3096"	"NLA06608-3096-2007-1"	1	25	9	2007	32.11659958	-96.14918065	"TX"	"region_6"	"CPL"	"12"	"12030105"	"man-made"	0.154730268	2.458399502	95.14	7.5	1.76303075506156	214.961532	2.49	0	NA	"NLA06608-3096"	7	0
"1526"	"NLA06608-3121"	"NLA06608-3121-2007-1"	1	7	8	2007	44.96452667	-116.4623588	"ID"	"region_10"	"WMT"	"17"	"17050124"	"man-made"	2.114297955	7.466152833	1453	3.6	1.44846781250261	4.035550348	1.55	0	NA	"NLA06608-3121"	2.8	1
"1527"	"NLA06608-3121"	"NLA06608-3121-2012-1"	1	2	7	2012	44.96411515	-116.4630194	"ID"	"region_10"	"WMT"	"17"	"17050124"	"man_made"	2.114298244	7.466175271	1453	NA	1.44847206658262	18.81939011	4.6	0	"NLA12_ID-101"	"NLA06608-3121"	4	1
"1528"	"NLA06608-3121"	"NLA06608-3121-2012-2"	2	7	8	2012	44.96411515	-116.4630194	"ID"	"region_10"	"WMT"	"17"	"17050124"	"man_made"	2.114298244	7.466175271	1453	NA	1.44847206658262	18.81939011	3	0	"NLA12_ID-101"	"NLA06608-3121"	4	1
"1529"	"NLA06608-3127"	"NLA06608-3127-2012-1"	1	25	7	2012	44.8826344	-99.74168521	"SD"	"region_8"	"NPL"	"10"	"10130106"	"natural"	4.122112364	9.919813595	554.15	NA	1.37828384676459	3.685285196	0.725	0	"NLA12_SD-189"	"NLA06608-3127"	NA	0
"1530"	"NLA06608-3147"	"NLA06608-3147-2007-1"	1	21	8	2007	41.077102	-86.46356279	"IN"	"region_5"	"UMW"	"5"	"5120106"	"natural"	0.968169697	5.635049145	218.5	9.1	1.61553746258173	3.999418784	1.05	0	NA	"NLA06608-3147"	8.6	1
"1531"	"NLA06608-3147"	"NLA06608-3147-2012-1"	1	23	7	2012	41.07631805	-86.46293011	"IN"	"region_5"	"UMW"	"5"	"5120106"	"natural"	0.9681697062	5.63503891	218.5	NA	1.61553452058799	11.61891674	0.965	0	"NLA12_IN-108"	"NLA06608-3147"	8.5	1
"1532"	"NLA06608-3153"	"NLA06608-3153-2007-1"	1	25	9	2007	48.66028929	-122.81678	"WA"	"region_10"	"WMT"	"17"	"17110003"	"natural"	0.73885773	6.280690261	280.68	37	2.06120901652601	7.93829747	7	0	NA	"NLA06608-3153"	36.5	0
"1533"	"NLA06608-3157"	"NLA06608-3157-2007-1"	1	11	7	2007	43.54942519	-115.7987142	"ID"	"region_10"	"WMT"	"17"	"17050112"	"man-made"	23.31871858	148.4203858	980.2	28.1	8.67034309910833	4.035550348	2.3	0	NA	"NLA06608-3157"	27.6	0
"1534"	"NLA06608-3160"	"NLA06608-3160-2007-1"	1	15	8	2007	41.03691696	-96.83981345	"NE"	"region_7"	"TPL"	"10"	"10200203"	"man-made"	0.292233825	2.788928752	391.66	6.6	1.45534931677471	21.00967899	0.27	0	NA	"NLA06608-3160"	6	1
"1535"	"NLA06608-3160"	"NLA06608-3160-2012-1"	1	23	7	2012	41.03542015	-96.83772744	"NE"	"region_7"	"TPL"	"10"	"10200203"	"man_made"	0.2922334703	2.78891062	391.66	NA	1.45534073814923	86.73979847	0.35	0	"NLA12_NE-106"	"NLA06608-3160"	2.3	1
"1536"	"NLA06608-3169"	"NLA06608-3169-2007-1"	1	21	8	2007	26.93623169	-80.86630109	"FL"	"region_4"	"CPL"	"3"	"3090101"	"natural"	1674.896101	310.4464585	4.52	2	2.13987222666716	2.082890779	0.45	0	NA	"NLA06608-3169"	1.5	1
"1537"	"NLA06608-3169"	"NLA06608-3169-2012-1"	1	14	5	2012	26.96218896	-80.86112023	"FL"	"region_4"	"CPL"	"3"	"3090201"	"natural"	1674.896089	310.4465382	4.52	NA	2.13987278369591	11.7393443	0.225	0	"NLA12_FL-101"	"NLA06608-3169"	2.9	1
"1538"	"NLA06608-3169"	"NLA06608-3169-2012-2"	2	19	8	2012	26.96218896	-80.86112023	"FL"	"region_4"	"CPL"	"3"	"3090201"	"natural"	1674.896089	310.4465382	4.52	NA	2.13987278369591	11.7393443	0.65	0	"NLA12_FL-101"	"NLA06608-3169"	3.2	1
"1539"	"NLA06608-3177"	"NLA06608-3177-2012-1"	1	27	6	2012	38.04946334	-111.6019686	"UT"	"region_8"	"WMT"	"14"	"14070005"	"man_made"	1.367945031	6.25032275	3070.67	NA	1.50752036815615	0.718756614	NA	1	"NLA12_UT-165"	"NLA06608-3177"	NA	0
"1540"	"NLA06608-3228"	"NLA06608-3228-2007-1"	1	9	10	2007	32.57024595	-99.68261832	"TX"	"region_6"	"SPL"	"12"	"12060102"	"man-made"	10.08006194	37.96897506	500.44	13.5	3.37359031709322	2.186087249	0.82	0	NA	"NLA06608-3228"	13	0
"1541"	"NLA06608-3265"	"NLA06608-3265-2007-1"	1	5	9	2007	48.05647979	-117.40861	"WA"	"region_10"	"WMT"	"17"	"17010308"	"natural"	0.282064878	3.021919778	587.21	22	1.60510516749602	21.49824829	6.27	0	NA	"NLA06608-3265"	21.5	0
"1542"	"NLA06608-3303"	"NLA06608-3303-2007-1"	1	17	10	2007	29.24614674	-98.37720987	"TX"	"region_6"	"SPL"	"12"	"12100301"	"man-made"	5.165173718	19.31357351	153.31	16.5	2.39726055033959	2.186087249	0.79	0	NA	"NLA06608-3303"	15.5	0
"1543"	"NLA06608-3313"	"NLA06608-3313-2007-1"	1	16	8	2007	42.12319331	-111.8362486	"ID"	"region_10"	"XER"	"16"	"16010202"	"man-made"	0.523219482	5.605562867	1480.67	4	2.18611166852295	3.399432485	0.97	0	NA	"NLA06608-3313"	3.5	0
"1544"	"NLA06608-3320"	"NLA06608-3320-2007-1"	1	17	9	2007	34.9019537	-94.76570179	"OK"	"region_6"	"SAP"	"11"	"11110105"	"man-made"	13.52404792	89.05474813	144.01	8.4	6.83122826041706	2.151495273	0.4	0	NA	"NLA06608-3320"	7	0
"1545"	"NLA06608-3329"	"NLA06608-3329-2007-1"	1	19	7	2007	48.45741132	-116.824496	"ID"	"region_10"	"WMT"	"17"	"17010215"	"natural"	0.705008077	3.805846331	760.5	2.7	1.27864289712673	3.664950899	2.88	0	NA	"NLA06608-3329"	2.5	1
"1546"	"NLA06608-3329"	"NLA06608-3329-2012-1"	1	13	7	2012	48.45840044	-116.8242397	"ID"	"region_10"	"WMT"	"17"	"17010215"	"natural"	0.7050085184	3.805868655	760.5	NA	1.27864999700195	17.09113642	NA	1	"NLA12_ID-102"	"NLA06608-3329"	2.68	1
"1547"	"NLA06608-3480"	"NLA06608-3480-2007-1"	1	14	8	2007	34.62968086	-97.08993955	"OK"	"region_6"	"SPL"	"11"	"11130303"	"man-made"	0.149095947	2.752036393	287.08	2	2.01055668420106	14.15104596	0.59	0	NA	"NLA06608-3480"	2	0
"1548"	"NLA06608-3484"	"NLA06608-3484-2007-1"	1	20	8	2007	42.62695121	-100.6121255	"NE"	"region_7"	"SPL"	"10"	"10150004"	"natural"	3.635047313	9.042608892	873.52	1.9	1.33793119966478	4.160811284	0.16	0	NA	"NLA06608-3484"	1.5	0
"1549"	"NLA06608-3532"	"NLA06608-3532-2012-1"	1	2	7	2012	39.499124	-98.3634546	"KS"	"region_7"	"SPL"	"10"	"10260015"	"man_made"	46.45062434	140.9739196	443.97	NA	5.83496244329532	20.14916696	0.6	0	"NLA12_KS-122"	"NLA06608-3532"	NA	0
"1550"	"NLA06608-3586"	"NLA06608-3586-2012-1"	1	13	8	2012	33.46313824	-80.3893452	"SC"	"region_4"	"CPL"	"3"	"3050111"	"man_made"	356.1405387	707.9571422	23.16	NA	10.5825743852716	13.45498345	0.95	0	"NLA12_SC-118"	"NLA06608-3586"	NA	0
"1551"	"NLA06608-3599"	"NLA06608-3599-2012-1"	1	30	8	2012	40.14319362	-107.117692	"CO"	"region_8"	"WMT"	"14"	"14050001"	"man_made"	0.02544565294	0.593021391	3107.87	NA	1.04871777116018	NA	3.05	0	"NLA12_CO-R07"	"NLA06608-3599"	NA	0
"1552"	"NLA06608-3608"	"NLA06608-3608-2007-1"	1	16	8	2007	41.97536219	-97.23610354	"NE"	"region_7"	"TPL"	"10"	"10220003"	"man-made"	0.25785447	3.609844613	462.7	5.3	2.00537798849612	21.00967899	0.69	0	NA	"NLA06608-3608"	4.8	0
"1553"	"NLA06608-3613"	"NLA06608-3613-2012-1"	1	31	7	2012	39.13192095	-77.1313764	"MD"	"region_3"	"SAP"	"2"	"2070010"	"man_made"	0.7727868199	8.410327081	101.6	NA	2.69884598119465	9.290044322	0.75	0	"NLA12_MD-108"	"NLA06608-3613"	NA	0
"1554"	"NLA06608-3616"	"NLA06608-3616-2007-1"	1	30	7	2007	36.05807999	-99.92247803	"OK"	"region_6"	"SPL"	"11"	"11090201"	"man-made"	0.545762908	5.31631205	680.61	7.1	2.03003499492075	3.451225091	1.3	0	NA	"NLA06608-3616"	7	0
"1555"	"NLA06608-3644"	"NLA06608-3644-2007-1"	1	15	8	2007	41.78762942	-102.5219427	"NE"	"region_7"	"SPL"	"10"	"10180009"	"natural"	0.249360546	2.162725905	1165.87	1.4	1.22175093514611	10.23338031	0.52	0	NA	"NLA06608-3644"	1	1
"1556"	"NLA06608-3644"	"NLA06608-3644-2012-1"	1	8	8	2012	41.7876174	-102.5218866	"NE"	"region_7"	"SPL"	"10"	"10180009"	"natural"	0.2493596967	2.162734369	1165.87	NA	1.22175779716701	42.24916263	0.45	0	"NLA12_NE-107"	"NLA06608-3644"	0.6	1
"1557"	"NLA06608-3656"	"NLA06608-3656-2007-1"	1	22	8	2007	42.41646632	-99.29106061	"NE"	"region_7"	"SPL"	"10"	"10220001"	"natural"	0.382353379	3.815592991	708.67	1.2	1.74070286472917	10.23338031	0.23	0	NA	"NLA06608-3656"	1	0
"1558"	"NLA06608-3660"	"NLA06608-3660-2007-1"	1	23	8	2007	40.15668653	-96.77970247	"NE"	"region_7"	"SPL"	"10"	"10270202"	"man-made"	0.287630881	5.96331254	403.99	2.7	3.13664149691573	10.23338031	0.05	0	NA	"NLA06608-3660"	2.5	0
"1559"	"NLA06608-3698"	"NLA06608-3698-2007-1"	1	19	7	2007	41.89097393	-71.68494167	"RI"	"region_1"	"NAP"	"1"	"1090003"	"man-made"	0.937524379	9.556303614	128.76	2.6	2.78415700445131	1.377002681	2.56	0	NA	"NLA06608-3698"	2.5	1
"1560"	"NLA06608-3698"	"NLA06608-3698-2012-1"	1	27	6	2012	41.89149766	-71.68263866	"RI"	"region_1"	"NAP"	"1"	"1090003"	"man_made"	0.9375240405	9.556278008	128.76	NA	2.78415004695514	5.302028517	1.15	0	"NLA12_RI-104"	"NLA06608-3698"	1.5	1
"1561"	"NLA06608-3700"	"NLA06608-3700-2012-1"	1	29	5	2012	36.17599422	-104.8160803	"NM"	"region_6"	"SPL"	"11"	"11080003"	"man_made"	0.2520015344	2.103981466	2038.53	NA	1.18232095034052	2.26994557	0.2	0	"NLA12_NM-152"	"NLA06608-3700"	NA	0
"1562"	"NLA06608-3750"	"NLA06608-3750-2012-1"	1	14	8	2012	43.56495608	-121.9830847	"OR"	"region_10"	"WMT"	"17"	"17070301"	"natural"	13.89761194	20.47177192	1460.42	NA	1.54910341710196	17.02350715	6.75	0	"NLA12_OR-128"	"NLA06608-3750"	NA	0
"1563"	"NLA06608-3760"	"NLA06608-3760-2012-1"	1	20	6	2012	48.83419438	-108.0100019	"MT"	"region_8"	"NPL"	"10"	"10050004"	"natural"	0.6804423978	4.494636456	820.98	NA	1.53707109230175	8.443021761	0.7	0	"NLA12_MT-118"	"NLA06608-3760"	NA	0
"1564"	"NLA06608-3839"	"NLA06608-3839-2012-1"	1	7	6	2012	36.79890899	-108.1040209	"NM"	"region_6"	"XER"	"14"	"14080104"	"man_made"	0.8618705845	5.097443683	1718.89	NA	1.54891103932028	3.329253503	3.2	0	"NLA12_NM-134"	"NLA06608-3839"	NA	0
"1565"	"NLA06608-3846"	"NLA06608-3846-2007-1"	1	12	7	2007	41.39410498	-71.66573009	"RI"	"region_1"	"NAP"	"1"	"1090005"	"natural"	0.380037253	4.055064608	16.52	8.3	1.85558033336206	3.729155483	4.79	0	NA	"NLA06608-3846"	8	0
"1566"	"NLA06608-3890"	"NLA06608-3890-2007-1"	1	11	7	2007	41.58007689	-71.79802709	"RI"	"region_1"	"NAP"	"1"	"1100001"	"natural"	1.64923243	9.031936875	89.94	19	1.98396966996719	1.516245047	3.9	0	NA	"NLA06608-3890"	15.5	0
"1567"	"NLA06608-3911"	"NLA06608-3911-2007-1"	1	17	9	2007	30.53713917	-92.4431037	"LA"	"region_6"	"CPL"	"8"	"8080201"	"man-made"	0.369705115	3.436487358	12.19	3.3	1.59434421009039	89.56727569	0.73	0	NA	"NLA06608-3911"	3	1
"1568"	"NLA06608-3911"	"NLA06608-3911-2012-1"	1	19	6	2012	30.53687948	-92.44030014	"LA"	"region_6"	"CPL"	"8"	"8080201"	"man_made"	0.3697062076	3.436463979	12.19	NA	1.59433100761521	900.806465	0.25	0	"NLA12_LA-103"	"NLA06608-3911"	2.7	1
"1569"	"NLA06608-3968"	"NLA06608-3968-2012-1"	1	27	6	2012	48.84940875	-104.0593666	"MT"	"region_8"	"NPL"	"10"	"10060007"	"natural"	0.7811089518	7.578304464	624.14	NA	2.4188632142455	8.443021761	0.18	0	"NLA12_MT-154"	"NLA06608-3968"	NA	0
"1570"	"NLA06608-4005"	"NLA06608-4005-2012-1"	1	25	7	2012	43.32606664	-73.81278904	"NY"	"region_2"	"NAP"	"2"	"2020001"	"natural"	0.01819344776	0.500017241	362.97	NA	1.04573716608469	NA	1.975	0	"NLA12_NY-R06"	"NLA06608-4005"	NA	0
"1571"	"NLA06608-4055"	"NLA06608-4055-2012-1"	1	5	6	2012	45.71082611	-97.4684742	"SD"	"region_8"	"TPL"	"10"	"10160010"	"natural"	0.6057157254	4.951722219	547.67	NA	1.79480353931805	34.0180172	4.75	0	"NLA12_SD-182"	"NLA06608-4055"	NA	0
"1572"	"NLA06608-4056"	"NLA06608-4056-2007-1"	1	5	7	2007	36.14305845	-98.62856545	"OK"	"region_6"	"SPL"	"11"	"11100301"	"man-made"	32.54786468	57.0480206	492.49	7.5	2.82081365564525	3.800212608	1	0	NA	"NLA06608-4056"	7.04	1
"1573"	"NLA06608-4056"	"NLA06608-4056-2012-1"	1	9	7	2012	36.11465874	-98.59889361	"OK"	"region_6"	"SPL"	"11"	"11100301"	"man_made"	32.54786291	57.0480711	492.49	NA	2.82081622938353	2.684319352	0.425	0	"NLA12_OK-106"	"NLA06608-4056"	3	1
"1574"	"NLA06608-4064"	"NLA06608-4064-2007-1"	1	31	7	2007	36.84862392	-102.875142	"OK"	"region_6"	"SPL"	"11"	"11040002"	"man-made"	0.635787382	4.611048554	1310.41	3.3	1.63131868672056	3.451225091	0.9	0	NA	"NLA06608-4064"	3	0
"1575"	"NLA06608-4119"	"NLA06608-4119-2012-1"	1	2	8	2012	41.05566632	-81.54576139	"OH"	"region_5"	"NAP"	"5"	"5040001"	"natural"	0.3455700602	3.20810299	293.92	NA	1.53948448241383	16.94408889	0.725	0	"NLA12_OH-137"	"NLA06608-4119"	NA	0
"1576"	"NLA06608-4156"	"NLA06608-4156-2012-1"	1	1	7	2012	37.35169484	-87.52614577	"KY"	"region_4"	"TPL"	"5"	"5140205"	"man_made"	1.51083712	8.668768544	131.67	NA	1.98949866549947	12.7219014	1.9	0	"NLA12_KY-116"	"NLA06608-4156"	NA	0
"1577"	"NLA06608-4206"	"NLA06608-4206-2007-1"	1	19	9	2007	35.92127588	-97.41304704	"OK"	"region_6"	"SPL"	"11"	"11050002"	"man-made"	0.11351885	1.58843641	275.37	5.3	1.32993651397749	14.15104596	0.62	0	NA	"NLA06608-4206"	5.3	0
"1578"	"NLA06608-4252"	"NLA06608-4252-2007-1"	1	23	8	2007	43.49623503	-72.91848548	"VT"	"region_1"	"NAP"	"2"	"2010002"	"natural"	0.262184754	2.454326005	451.66	22	1.35214603826031	0	4.95	0	NA	"NLA06608-4252"	22	1
"1579"	"NLA06608-4252"	"NLA06608-4252-2012-1"	1	11	7	2012	43.49666793	-72.91829204	"VT"	"region_1"	"NAP"	"2"	"2010002"	"natural"	0.2621839485	2.45431804	451.66	NA	1.35214372722493	NA	9.32	0	"NLA12_VT-R02"	"NLA06608-4252"	24	1
"1580"	"NLA06608-4287"	"NLA06608-4287-2012-1"	1	29	5	2012	35.67437636	-87.03244737	"TN"	"region_4"	"SAP"	"6"	"6040003"	"man_made"	0.3343314103	3.343060352	192.02	NA	1.63098773357522	11.77417721	0.3	0	"NLA12_TN-108"	"NLA06608-4287"	NA	0
"1581"	"NLA06608-4287"	"NLA06608-4287-2012-2"	2	15	9	2012	35.67437636	-87.03244737	"TN"	"region_4"	"SAP"	"6"	"6040003"	"man_made"	0.3343314103	3.343060352	192.02	NA	1.63098773357522	11.77417721	0.175	0	"NLA12_TN-108"	"NLA06608-4287"	NA	0
"1582"	"NLA06608-4320"	"NLA06608-4320-2007-1"	1	5	9	2007	36.74858993	-96.85512233	"OK"	"region_6"	"SPL"	"11"	"11060001"	"man-made"	65.64375353	187.3657213	308.58	15.5	6.52361772736167	3.800212608	0.8	0	NA	"NLA06608-4320"	15.5	0
"1583"	"NLA06608-4354"	"NLA06608-4354-2012-1"	1	14	8	2012	41.48115412	-85.34084746	"IN"	"region_5"	"UMW"	"4"	"4050001"	"man_made"	2.547476961	19.9698084	279.06	NA	3.52950526072138	3.829073692	1.45	0	"NLA12_IN-149"	"NLA06608-4354"	NA	0
"1584"	"NLA06608-4382"	"NLA06608-4382-2007-1"	1	10	9	2007	34.72903354	-97.77308405	"OK"	"region_6"	"SPL"	"11"	"11130303"	"man-made"	0.144921043	3.049535498	354.89	4.9	2.25976373944802	14.15104596	0.75	0	NA	"NLA06608-4382"	4.89	1
"1585"	"NLA06608-4382"	"NLA06608-4382-2012-1"	1	7	8	2012	34.72904176	-97.77302237	"OK"	"region_6"	"SPL"	"11"	"11130303"	"man_made"	0.1449195965	3.049528737	354.89	NA	2.25977000716473	114.9509783	1.59	0	"NLA12_OK-132"	"NLA06608-4382"	1.5	1
"1586"	"NLA06608-4413"	"NLA06608-4413-2007-1"	1	18	7	2007	41.92028511	-71.76906052	"RI"	"region_1"	"NAP"	"1"	"1100001"	"man-made"	0.821345025	7.215776068	172.77	2.5	2.24602869020541	1.377002681	2.7	0	NA	"NLA06608-4413"	1.5	0
"1587"	"NLA06608-4414"	"NLA06608-4414-2007-1"	1	29	8	2007	34.8862297	-95.16322141	"OK"	"region_6"	"SAP"	"11"	"11110105"	"man-made"	0.358902652	3.691703532	185.13	3.3	1.73833530781037	16.91531939	0.88	0	NA	"NLA06608-4414"	3	0
