SITE_ID	YEAR	VISIT_NO	MONTH	DAY	SECMEAN_m	CLEAR_TO_BOTTOM
NLA06608-0001	2007	1	7	31	6.4	
NLA06608-0002	2007	1	6	14	0.55	
NLA06608-0002	2007	2	7	23	0.45	
NLA06608-0003	2007	1	8	29	0.71	
NLA06608-0003	2007	2	9	6	0.49	
NLA06608-0004	2007	1	7	10	1.8	
NLA06608-0004	2007	2	9	11	1	
NLA06608-0005	2007	1	7	18		Y
NLA06608-0005	2007	2	8	22		Y
NLA06608-0006	2007	1	7	17	3.21	
NLA06608-0006	2007	2	8	30	4.1	
NLA06608-0007	2007	1	7	24	3.15	
NLA06608-0007	2007	2	9	6	3.35	
NLA06608-0008	2007	1	7	12	0.79	
NLA06608-0008	2007	2	8	22	0.41	
NLA06608-0010	2007	1	7	17	4.48	
NLA06608-0010	2007	2	8	18	2.6	
NLA06608-0012	2007	1	6	13	0.31	
NLA06608-0012	2007	2	9	18	0.27	
NLA06608-0013	2007	1	9	4	0.65	
NLA06608-0013	2007	2	9	14	1.05	
NLA06608-0014	2007	1	8	6	0.85	
NLA06608-0014	2007	2	8	23	0.63	
NLA06608-0015	2007	1	7	10	0.37	
NLA06608-0015	2007	2	8	29	0.38	
NLA06608-0016	2007	1	6	27	0.54	
NLA06608-0016	2007	2	7	11	0.5	
NLA06608-0019	2007	1	6	11	0.35	
NLA06608-0019	2007	2	8	7	0.55	
NLA06608-0020	2007	1	6	11	0.69	
NLA06608-0020	2007	2	7	2	1.07	
NLA06608-0021	2007	1	7	27	7.1	
NLA06608-0021	2007	2	8	30	4.75	
NLA06608-0023	2007	1	8	9	0.95	
NLA06608-0023	2007	2	9	19	1.3	
NLA06608-0024	2007	1	7	11	0.9	
NLA06608-0024	2007	2	8	14	1.08	
NLA06608-0025	2007	1	6	18	3.55	
NLA06608-0025	2007	2	7	18	3.45	
NLA06608-0029	2007	1	7	2	0.27	
NLA06608-0029	2007	2	9	11	0.25	
NLA06608-0031	2007	1	6	13	0.98	
NLA06608-0031	2007	2	9	5	0.9	
NLA06608-0033	2007	1	7	17	0.7	
NLA06608-0033	2007	2	8	28	0.95	
NLA06608-0036	2007	1	7	12	2.23	
NLA06608-0036	2007	2	7	16	2.67	
NLA06608-0037	2007	1	7	13	2.9	
NLA06608-0037	2007	2	9	5	4.1	
NLA06608-0038	2007	1	7	12	4.45	
NLA06608-0038	2007	2	8	27	5.95	
NLA06608-0041	2007	1	6	12	9.48	
NLA06608-0041	2007	2	7	11	7.15	
NLA06608-0042	2007	1	6	22	3.38	
NLA06608-0042	2007	2	7	6	4.8	
NLA06608-0043	2007	1	7	31	1.85	
NLA06608-0043	2007	2	8	15	1.45	
NLA06608-0044	2007	1	7	18	0.12	
NLA06608-0044	2007	2	7	30	0.1	
NLA06608-0045	2007	1	6	26	0.86	
NLA06608-0045	2007	2	8	2	0.96	
NLA06608-0048	2007	1	8	2	0.28	
NLA06608-0048	2007	2	9	18	0.48	
NLA06608-0049	2007	1	8	15	2.53	
NLA06608-0050	2007	1	7	2	1.5	
NLA06608-0050	2007	2	8	30	1.1	
NLA06608-0053	2007	1	8	23	0.85	
NLA06608-0053	2007	2	9	27	1.05	
NLA06608-0057	2007	1	6	16	0.5	
NLA06608-0057	2007	2	7	14	0.35	
NLA06608-0061	2007	1	6	12	2	
NLA06608-0061	2007	2	8	22	1.63	
NLA06608-0062	2007	1	8	9	1.16	
NLA06608-0062	2007	2	8	27	2	
NLA06608-0064	2007	1	6	18	0.46	
NLA06608-0064	2007	2	8	26	0.28	
NLA06608-0065	2007	1	7	17	7.02	
NLA06608-0065	2007	2	9	12	5.8	
NLA06608-0066	2007	1	6	12	2.75	
NLA06608-0066	2007	2	9	18	2.55	
NLA06608-0068	2007	1	7	9	3.8	
NLA06608-0068	2007	2	9	12	10.8	
NLA06608-0069	2007	1	7	18	0.65	
NLA06608-0069	2007	2	9	26	0.55	
NLA06608-0071	2007	1	9	6	0.38	
NLA06608-0071	2007	2	9	8	0.38	
NLA06608-0072	2007	1	7	26	0.68	
NLA06608-0072	2007	2	8	15	0.35	
NLA06608-0073	2007	1	6	12	13.45	
NLA06608-0073	2007	2	7	18	6.95	
NLA06608-0076	2007	1	7	27	1.26	
NLA06608-0076	2007	2	9	4	0.64	
NLA06608-0077	2007	1	9	8		
NLA06608-0077	2007	2	9	13	0.45	
NLA06608-0078	2007	1	8	8	0.75	
NLA06608-0078	2007	2	8	21	0.59	
NLA06608-0079	2007	1	7	12	6.85	
NLA06608-0079	2007	2	8	16	6.85	
NLA06608-0080	2007	1	9	9	0.51	
NLA06608-0080	2007	2	9	10	0.46	
NLA06608-0081	2007	1	7	3	5.74	
NLA06608-0081	2007	2	9	19	2.15	
NLA06608-0083	2007	1	6	13		Y
NLA06608-0083	2007	2	8	9		Y
NLA06608-0085	2007	1	7	10	0.1	
NLA06608-0085	2007	2	8	20	0.15	
NLA06608-0086	2007	1	8	2	2.07	
NLA06608-0086	2007	2	9	20	0.97	
NLA06608-0089	2007	1	6	17	1.35	
NLA06608-0089	2007	2	7	17	1.1	
NLA06608-0090	2007	1	6	26	4.15	
NLA06608-0090	2007	2	7	25	4.43	
NLA06608-0091	2007	1	7	10	0.31	
NLA06608-0091	2007	2	8	13	0.23	
NLA06608-0099	2007	1	7	3	1.95	
NLA06608-0099	2007	2	9	5	3.75	
NLA06608-0101	2007	1	8	21	9.6	
NLA06608-0102	2007	1	8	3	4.37	
NLA06608-0104	2007	1	6	22	0.23	
NLA06608-0104	2007	2	7	24	0.4	
NLA06608-0105	2007	1	7	5	1.4	
NLA06608-0105	2007	2	9	12	0.28	
NLA06608-0107	2007	1	6	25		Y
NLA06608-0110	2007	1	7	31	3.85	
NLA06608-0111	2007	1	8	1	1.68	
NLA06608-0112	2007	1	7	9	0.51	
NLA06608-0113	2007	1	7	16	2.3	
NLA06608-0115	2007	1	7	18	2.6	
NLA06608-0116	2007	1	6	28	1.43	
NLA06608-0120	2007	1	6	18	0.18	
NLA06608-0120	2007	2	9	26	0.5	
NLA06608-0124	2007	1	7	19	0.2	
NLA06608-0126	2007	1	6	21	0.17	
NLA06608-0126	2007	2	8	28	0.15	
NLA06608-0127	2007	1	7	11	2.2	
NLA06608-0128	2007	1	6	21	0.85	
NLA06608-0128	2007	2	8	25	0.34	
NLA06608-0129	2007	1	7	21	9.11	
NLA06608-0129	2007	2	9	16	5	
NLA06608-0130	2007	1	8	13	1.63	
NLA06608-0132	2007	1	8	28	1.35	
NLA06608-0134	2007	1	7	24	7.6	
NLA06608-0137	2007	1	9	17	9.9	
NLA06608-0139	2007	1	7	11	1.35	
NLA06608-0140	2007	1	6	20	0.53	
NLA06608-0141	2007	1	8	23	0.52	
NLA06608-0142	2007	1	8	13	4.7	
NLA06608-0144	2007	1	8	2	0.96	
NLA06608-0144	2007	2	9	13	0.5	
NLA06608-0148	2007	1	7	26	2.8	
NLA06608-0149	2007	1	7	18	2.3	
NLA06608-0150	2007	1	8	2	1.97	
NLA06608-0152	2007	1	7	17	1.2	
NLA06608-0153	2007	1	8	30	1.68	
NLA06608-0155	2007	1	7	31	0.87	
NLA06608-0158	2007	1	9	5	5.58	
NLA06608-0161	2007	1	8	15	0.65	
NLA06608-0162	2007	1	8	28	2.15	
NLA06608-0167	2007	1	7	23	0.1	
NLA06608-0167	2007	2	8	29	0.1	
NLA06608-0168	2007	1	6	13	0.4	
NLA06608-0169	2007	1	7	5	5.35	
NLA06608-0169	2007	2	9	13	1.65	
NLA06608-0170	2007	1	9	21		Y
NLA06608-0173	2007	1	7	11	0.22	
NLA06608-0174	2007	1	7	25	1.7	
NLA06608-0174	2007	2	8	28	2.1	
NLA06608-0175	2007	1	8	30	0.91	
NLA06608-0176	2007	1	9	7	0.29	
NLA06608-0177	2007	1	8	22	2.75	
NLA06608-0179	2007	1	6	4	0.57	
NLA06608-0179	2007	2	8	29	0.4	
NLA06608-0180	2007	1	8	29	0.24	
NLA06608-0181	2007	1	9	20	7	
NLA06608-0183	2007	1	7	25	1.1	
NLA06608-0184	2007	1	6	15	0.35	
NLA06608-0185	2007	1	8	14		Y
NLA06608-0189	2007	1	6	11	0.38	
NLA06608-0189	2007	2	7	10	0.58	
NLA06608-0190	2007	1	8	14	2.45	
NLA06608-0191	2007	1	7	21	6.9	
NLA06608-0193	2007	1	7	11		Y
NLA06608-0195	2007	1	6	12	0.83	
NLA06608-0196	2007	1	6	21	0.83	
NLA06608-0198	2007	1	7	24	2.1	
NLA06608-0201	2007	1	9	18	7.75	
NLA06608-0203	2007	1	8	2	4.48	
NLA06608-0204	2007	1	9	12	0.4	
NLA06608-0207	2007	1	7	18	2.1	
NLA06608-0207	2007	2	9	5	1.7	
NLA06608-0208	2007	1	9	6	0.28	
NLA06608-0209	2007	1	7	19	7.1	
NLA06608-0209	2007	2	9	27	4.62	
NLA06608-0211	2007	1	8	7		Y
NLA06608-0212	2007	1	7	12	2.1	
NLA06608-0215	2007	1	8	22	0.68	
NLA06608-0216	2007	1	7	6	0.35	
NLA06608-0217	2007	1	6	24	1.13	
NLA06608-0219	2007	1	8	1	0.35	
NLA06608-0220	2007	1	8	2	0.1	
NLA06608-0221	2007	1	6	28	0.72	
NLA06608-0222	2007	1	6	27	0.48	
NLA06608-0223	2007	1	6	27	1.38	
NLA06608-0223	2007	2	8	29	0.65	
NLA06608-0224	2007	1	7	19	1.93	
NLA06608-0224	2007	2	9	23	2.86	
NLA06608-0225	2007	1	7	11	4.3	
NLA06608-0225	2007	2	8	24	1.85	
NLA06608-0226	2007	1	7	9	2.43	
NLA06608-0228	2007	1	6	26	4.4	
NLA06608-0228	2007	2	8	6	0.65	
NLA06608-0229	2007	1	9	13	3	
NLA06608-0234	2007	1	8	23	3.3	
NLA06608-0235	2007	1	7	16	1.65	
NLA06608-0237	2007	1	6	26		Y
NLA06608-0237	2007	2	7	17		Y
NLA06608-0238	2007	1	7	11	3.9	
NLA06608-0239	2007	1	7	24	1.9	
NLA06608-0240	2007	1	7	25	3.05	
NLA06608-0241	2007	1	8	15	0.35	
NLA06608-0242	2007	1	8	2	2.6	
NLA06608-0243	2007	1	7	18	3.89	
NLA06608-0244	2007	1	6	20	1.03	
NLA06608-0245	2007	1	7	24	5.15	
NLA06608-0247	2007	1	7	17	1.19	
NLA06608-0253	2007	1	8	8	0.83	
NLA06608-0254	2007	1	6	21	0.6	
NLA06608-0255	2007	1	8	7	3.63	
NLA06608-0257	2007	1	7	18	4.65	
NLA06608-0259	2007	1	6	14	0.55	
NLA06608-0260	2007	1	8	30	3.7	
NLA06608-0268	2007	1	9	10	1.05	
NLA06608-0271	2007	1	6	27	0.38	
NLA06608-0275	2007	1	6	21	0.75	
NLA06608-0276	2007	1	8	7	7.4	
NLA06608-0277	2007	1	7	20	0.55	
NLA06608-0279	2007	1	8	8	0.25	
NLA06608-0280	2007	1	7	25	0.98	
NLA06608-0281	2007	1	6	20	0.73	
NLA06608-0283	2007	1	7	9	0.54	
NLA06608-0284	2007	1	7	30	0.46	
NLA06608-0285	2007	1	7	24	0.55	
NLA06608-0286	2007	1	8	8	5.42	
NLA06608-0290	2007	1	7	11	0.45	
NLA06608-0290	2007	2	9	10	0.1	
NLA06608-0291	2007	1	7	11	3.65	
NLA06608-0293	2007	1	7	25	1.2	
NLA06608-0294	2007	1	6	26	5.05	
NLA06608-0295	2007	1	6	26	0.67	
NLA06608-0297	2007	1	7	24	1.13	
NLA06608-0299	2007	1	7	30	2.85	
NLA06608-0302	2007	1	6	23	0.22	
NLA06608-0303	2007	1	8	7	0.63	
NLA06608-0306	2007	1	7	16	0.15	
NLA06608-0312	2007	1	7	16	0.9	
NLA06608-0313	2007	1	7	13	0.73	
NLA06608-0318	2007	1	7	20	1.65	
NLA06608-0319	2007	1	7	22	1.45	
NLA06608-0324	2007	1	8	8	1.5	
NLA06608-0325	2007	1	7	17	0.55	
NLA06608-0326	2007	1	8	16	4.25	
NLA06608-0327	2007	1	6	27	0.31	
NLA06608-0328	2007	1	8	25	0.53	
NLA06608-0328	2007	2	9	15	0.43	
NLA06608-0330	2007	1	9	5	3.95	
NLA06608-0332	2007	1	9	4	1.93	
NLA06608-0333	2007	1	7	24	2.5	
NLA06608-0334	2007	1	6	27	1.63	
NLA06608-0337	2007	1	7	12	3.03	
NLA06608-0339	2007	1	6	25	1.95	
NLA06608-0340	2007	1	6	21	1.87	
NLA06608-0341	2007	1	9	18	3.65	
NLA06608-0343	2007	1	8	21	1.36	
NLA06608-0344	2007	1	7	5	1	
NLA06608-0345	2007	1	6	21	2.45	
NLA06608-0350	2007	1	8	9	1.15	
NLA06608-0354	2007	1	7	19		Y
NLA06608-0356	2007	1	7	16	1.85	
NLA06608-0357	2007	1	7	27	1.78	
NLA06608-0358	2007	1	7	17	2.23	
NLA06608-0359	2007	1	7	10	0.3	
NLA06608-0361	2007	1	7	15	1.98	
NLA06608-0363	2007	1	7	21	1.7	
NLA06608-0366	2007	1	7	31	2.55	
NLA06608-0367	2007	1	8	23	0.29	
NLA06608-0369	2007	1	7	26	6	
NLA06608-0372	2007	1	8	3	5.4	
NLA06608-0373	2007	1	7	12	7.74	
NLA06608-0376	2007	1	8	22	1.73	
NLA06608-0377	2007	1	7	12	0.55	
NLA06608-0378	2007	1	6	26	3	
NLA06608-0384	2007	1	6	28		Y
NLA06608-0385	2007	1	7	6		Y
NLA06608-0386	2007	1	8	7	6.8	
NLA06608-0388	2007	1	8	16	3.48	
NLA06608-0388	2007	2	8	26	4.5	
NLA06608-0393	2007	1	7	23	2.74	
NLA06608-0395	2007	1	6	27	0.68	
NLA06608-0399	2007	1	7	16	2.27	
NLA06608-0401	2007	1	8	27	1.87	
NLA06608-0402	2007	1	6	26	0.82	
NLA06608-0402	2007	2	9	6	1.84	
NLA06608-0403	2007	1	8	6	2.05	
NLA06608-0405	2007	1	8	30	2.55	
NLA06608-0406	2007	1	8	21		
NLA06608-0407	2007	1	7	23	2.47	
NLA06608-0408	2007	1	6	20	1.17	
NLA06608-0413	2007	1	6	27	0.95	
NLA06608-0414	2007	1	7	31	0.9	
NLA06608-0418	2007	1	7	19		Y
NLA06608-0421	2007	1	6	28	2.9	
NLA06608-0425	2007	1	8	1	1.43	
NLA06608-0426	2007	1	9	17	3.6	
NLA06608-0432	2007	1	7	16	0.31	
NLA06608-0433	2007	1	8	9	5.05	
NLA06608-0435	2007	1	7	23	0.8	
NLA06608-0436	2007	1	9	5	1.52	
NLA06608-0439	2007	1	6	27	0.1	
NLA06608-0440	2007	1	8	8	0.64	
NLA06608-0442	2007	1	8	14	0.76	
NLA06608-0444	2007	1	7	12		
NLA06608-0445	2007	1	6	28	1.47	
NLA06608-0447	2007	1	8	25	4.5	
NLA06608-0449	2007	1	7	26	1.95	
NLA06608-0452	2007	1	6	15	1.21	
NLA06608-0453	2007	1	7	31	0.75	
NLA06608-0454	2007	1	7	25		Y
NLA06608-0456	2007	1	8	9	1.1	
NLA06608-0458	2007	1	7	25	1.15	
NLA06608-0459	2007	1	7	16	2.63	
NLA06608-0462	2007	1	8	20	7.95	
NLA06608-0463	2007	1	8	19	0.58	
NLA06608-0467	2007	1	7	9	1.1	
NLA06608-0468	2007	1	8	1	7.1	
NLA06608-0469	2007	1	8	29	4	
NLA06608-0470	2007	1	7	24	5.75	
NLA06608-0471	2007	1	6	25	1.77	
NLA06608-0472	2007	1	7	16	0.39	
NLA06608-0473	2007	1	6	19	1.03	
NLA06608-0479	2007	1	8	16	2.92	
NLA06608-0480	2007	1	8	24	5.21	
NLA06608-0480	2007	2	9	25	6.09	
NLA06608-0483	2007	1	7	11	4.32	
NLA06608-0484	2007	1	7	12	0.28	
NLA06608-0488	2007	1	7	19	0.45	
NLA06608-0489	2007	1	7	10	0.5	
NLA06608-0491	2007	1	7	17		Y
NLA06608-0493	2007	1	7	11	1.52	
NLA06608-0494	2007	1	7	11	1.65	
NLA06608-0495	2007	1	9	5	4.68	
NLA06608-0496	2007	1	6	23		Y
NLA06608-0497	2007	1	8	17	1.42	
NLA06608-0498	2007	1	7	31	1.05	
NLA06608-0500	2007	1	9	14	1.55	
NLA06608-0501	2007	1	7	24	5.95	
NLA06608-0502	2007	1	8	18	3.83	
NLA06608-0503	2007	1	8	1	0.14	
NLA06608-0508	2007	1	7	10	0.26	
NLA06608-0509	2007	1	6	20	5.5	
NLA06608-0510	2007	1	6	27	0.48	
NLA06608-0511	2007	1	9	6	1.7	
NLA06608-0512	2007	1	8	13	0.71	
NLA06608-0514	2007	1	7	24	3.05	
NLA06608-0515	2007	1	6	28	0.84	
NLA06608-0523	2007	1	7	16	1.25	
NLA06608-0526	2007	1	7	18	1.55	
NLA06608-0528	2007	1	6	28	0.7	
NLA06608-0529	2007	1	9	4	1.93	
NLA06608-0530	2007	1	8	7	1.05	
NLA06608-0531	2007	1	7	11	1.15	
NLA06608-0533	2007	1	7	18	3.8	
