,lakeID,Perimeter,NoPoints,MaxLength,Spacing
960,NLA12_ID-148,3545.626065,355,1405.526508,9.987679055
154,NLA06608-0167,3885.20702,389,1512.381494,9.987678715
525,NLA12_MI-120,838.9517731,84,339.0419312,9.987521109
947,NLA12_WA-124,3675.365634,368,1199.601433,9.987406613
204,NLA06608-0526,3375.723796,338,888.3962425,9.987348508
603,NLA12_OH-122,1508.07515,151,610.966995,9.987252648
800,NLA12_MO-115,3315.722234,332,1049.240092,9.987115164
400,NLA12_MA-106,2776.41403,278,850.2124327,9.987100826
245,NLA06608-3160,2716.484085,272,896.6298148,9.987073843
309,NLA06608-4382,2986.118288,299,813.1288005,9.987017687
867,NLA12_TX-136,2266.964024,227,819.3159362,9.986625655
877,NLA12_TX-205,3505.285089,351,1253.29594,9.986567206
778,NLA12_SD-143,2975.950926,298,1146.913313,9.986412505
698,NLA12_MN-157,3165.69105,317,943.4607091,9.986407097
531,NLA12_MI-130,2097.144124,210,875.4118998,9.986400591
620,NLA12_MN-136,679.069013,68,237.6171688,9.986309014
744,NLA12_SD-124,788.916126,79,327.8717118,9.986280076
228,NLA06608-0762,3155.646609,316,1179.480305,9.986223445
242,NLA06608-0924,1587.79645,159,644.0629316,9.986141194
28,NLA06608-0162,2945.874931,295,1037.301513,9.986016715
717,NLA12_ND-139,2925.835239,293,977.3757647,9.985785799
1018,NLA12_WA-141,2795.982928,280,1037.395824,9.985653314
655,NLA12_WI-157,2835.905515,284,811.6805706,9.985582801
776,NLA12_SD-133,1258.181337,126,353.4702824,9.985566164
885,NLA12_WY-116,3245.30699,325,717.4178148,9.985559968
809,NLA12_NM-132,2855.832069,286,948.0604644,9.985426813
790,NLA12_CO-129,1028.478456,103,327.9412628,9.985227731
839,NLA12_TX-148,2236.683945,224,934.0491979,9.985196183
765,NLA12_NE-149,808.7981186,81,284.1871163,9.985161958
657,NLA12_WI-170,2356.492233,236,1057.840564,9.985136583
169,NLA06608-1207,2116.844709,212,660.6174835,9.985116554
515,NLA12_IN-186,2586.137169,259,956.0739824,9.985085596
118,NLA06608-0115,958.5654792,96,327.6853996,9.985057075
886,NLA12_WY-125,2476.224095,248,682.5795301,9.984774575
880,NLA12_UT-122,1437.80707,144,509.282261,9.984771321
558,NLA12_WI-117,1068.35934,107,394.7541982,9.984666731
621,NLA12_MN-144,1547.614282,155,426.4375107,9.984608269
516,NLA12_IN-187,1347.921105,135,537.9087487,9.984600778
429,NLA12_RI-111,1258.058166,126,543.2211061,9.98458862
995,NLA12_CA-128,409.3672995,41,160.7829264,9.984568282
588,NLA12_IN-147,509.2012502,51,179.1884556,9.98433824
871,NLA12_TX-159,2795.579077,280,892.5257167,9.98421099
501,NLA12_OH-R03,1267.963066,127,484.1774025,9.983961152
832,NLA12_AR-109,968.4345178,97,393.3001638,9.983861008
874,NLA12_TX-190,2396.082802,240,846.2924246,9.983678341
695,NLA12_MN-143,748.7659659,75,276.6067895,9.983546212
492,NLA12_GA-111,1108.166418,111,458.0752844,9.983481243
987,NLA12_WA-125,2096.521513,210,890.2337342,9.983435777
541,NLA12_MI-145,2575.722769,258,901.1094579,9.983421587
144,NLA06608-R336,1677.153495,168,560.4975333,9.983056517
110,NLA06608-0010,2355.973677,236,761.9045468,9.982939309
707,NLA12_MT-135,1427.526593,143,575.8989187,9.982703444
497,NLA12_SC-108,1427.516279,143,558.0791112,9.982631319
539,NLA12_MI-142,728.7311106,73,302.6594163,9.982617954
831,NLA12_UT-264,1836.73078,184,804.0311862,9.9822325
967,NLA12_ID-205,1676.99526,168,525.7505498,9.982114641
54,NLA06608-0405,1357.555254,136,474.6738106,9.982023923
474,NLA12_VA-126,858.4381597,86,349.9870825,9.981839066
488,NLA12_FL-130,2675.118762,268,800.8561925,9.981786426
24,NLA06608-0726,1577.099979,158,518.1969687,9.981645436
948,NLA12_WA-126,2185.878876,219,659.0148124,9.981182084
607,NLA12_IL-R04,2215.802921,222,569.6058298,9.98109424
931,NLA12_NV-119,1547.057793,155,496.5078966,9.981018018
754,NLA12_CO-119,948.1948039,95,352.959014,9.980997936
237,NLA06608-0827,1567.012844,157,546.3385142,9.980973528
875,NLA12_TX-196,2225.658582,223,782.5745291,9.980531756
966,NLA12_ID-198,948.1301971,95,349.7498336,9.980317864
418,NLA12_NH-107,1367.285974,137,611.5748327,9.980189591
462,NLA12_PA-118,2195.639491,220,885.0288148,9.980179506
989,NLA12_WA-146,808.3656546,81,279.3051885,9.979822896
25,NLA06608-0358,1457.035169,146,497.9946753,9.979692937
673,NLA12_MO-122,1127.702425,113,373.2741929,9.979667476
222,NLA06608-0295,1536.793408,154,540.0264816,9.979177977
126,NLA06608-2114,1836.162264,184,758.3527123,9.979142741
597,NLA12_IN-179,1047.797427,105,362.7080243,9.979023112
137,NLA06608-1172,1277.271326,128,483.9791549,9.978682235
680,NLA12_MS-R03,1716.276528,172,671.4688426,9.978351909
481,NLA12_NC-124,1257.268789,126,521.7883559,9.978323721
428,NLA12_MA-111,1875.902364,188,881.3040595,9.978204063
219,NLA06608-1866,2015.579168,202,814.0220917,9.978114691
430,NLA12_NY-0110,708.4457671,71,303.9165441,9.978109396
498,NLA12_MN-R14,1975.63917,198,770.1123675,9.977975606
612,NLA12_WI-R12,1766.089692,177,454.3406846,9.977907862
746,NLA12_SD-134,1267.079913,127,446.1089289,9.977007188
467,NLA12_VA-114,488.8535246,49,188.152643,9.976602543
103,NLA06608-1034,1406.676997,141,468.4567287,9.976432605
639,NLA12_WI-153,638.4878862,64,280.5023727,9.976373222
6,NLA06608-ELS:1C3-003,2035.159915,204,806.0701233,9.976274093
851,NLA12_OK-285,1296.906707,130,391.0755623,9.976205438
145,NLA06608-0036,1725.876304,173,569.1121419,9.976163607
496,NLA12_SC-104,1027.540357,103,401.4531756,9.976119967
563,NLA12_WI-133,1396.653883,140,506.9163799,9.976099163
426,NLA12_VT-106,1147.243086,115,429.7792249,9.976026838
457,NLA12_NC-114,1995.193555,200,742.2589142,9.975967773
752,NLA12_SD-212,798.0657692,80,279.9685426,9.975822115
911,NLA12_UT-160,1476.402489,148,587.7429491,9.97569249
782,NLA12_SD-165,1107.27953,111,336.3643474,9.975491265
882,NLA12_UT-167,1127.153286,113,405.5623665,9.974807839
527,NLA12_MI-123,1705.598098,171,614.7427041,9.974257881
961,NLA12_ID-149,1127.085935,113,493.7973919,9.974211818
289,NLA06608-1336,1525.995533,153,579.0106107,9.973827013
983,NLA12_OR-160,967.4592961,97,291.2258489,9.973807176
225,NLA06608-2123,1825.187679,183,607.2522793,9.973703161
973,NLA12_ID-221,1286.578923,129,449.3903637,9.973480022
677,NLA12_TN-114,1037.225243,104,432.0641946,9.973319645
509,NLA12_MS-128,1795.148847,180,491.3717404,9.97304915
522,NLA12_MI-152,1326.397948,133,483.359938,9.972916903
540,NLA12_MI-144,747.9637243,75,305.5418214,9.972849657
407,NLA12_ME-116,1745.242658,175,761.4075688,9.972815186
628,NLA12_MN-123,847.6542583,85,323.4927854,9.972403039
934,NLA12_NV-144,1186.679625,119,523.2973758,9.972097689
440,NLA12_VT-110,1435.748475,144,480.2247565,9.970475523
773,NLA12_SD-126,1545.413302,155,600.0856999,9.970408399
251,NLA06608-0648,1336.024466,134,549.2039509,9.970331833
264,NLA06608-0588,1465.62146,147,508.6377681,9.970214013
472,NLA12_VA-123,1296.101601,130,348.2780334,9.970012315
764,NLA12_NE-135,1266.171075,127,421.6706337,9.969850982
692,NLA12_MN-131,1096.681588,110,362.0512022,9.969832616
651,NLA12_WI-134,1216.30151,122,456.0806718,9.969684506
521,NLA12_MI-151,1625.041678,163,613.8965666,9.969580848
317,NLA06608-0023,947.0686975,95,356.4045723,9.969144184
556,NLA12_WI-112,1555.153987,156,543.2000086,9.968935814
30,NLA06608-0710,1495.288395,150,569.3585161,9.9685893
212,NLA06608-1377,1365.695549,137,603.1184682,9.968580651
590,NLA12_IN-159,1226.118482,123,513.6978278,9.968442942
712,NLA12_MT-152,1485.194888,149,510.2271981,9.967750925
736,NLA12_ND-145,1036.473939,104,418.9120608,9.966095571
483,NLA12_SC-105,1175.954018,118,494.1954098,9.965712017
1005,NLA12_CA-167,1335.399225,134,504.8422728,9.965665862
955,NLA12_CA-R12,1076.257106,108,429.7806718,9.965343573
770,NLA12_NE-166,1076.252231,108,363.526727,9.965298435
856,NLA12_OK-299,926.5773917,93,306.1254953,9.96319776
622,NLA12_MN-160,607.736046,61,228.973931,9.962886
1022,NLA12_KY-117,607.724542,61,230.6832625,9.962697409
602,NLA12_IN-201,687.4025743,69,306.8554083,9.962356149
774,NLA12_SD-130,926.4990982,93,385.8179045,9.962355895
512,NLA12_IN-145,1285.097345,129,537.4630503,9.961994925
720,NLA12_SD-122,926.463594,93,376.4891901,9.961974129
952,NLA12_CA-R05,657.4756046,66,210.9120498,9.961751585
812,NLA12_OK-286,617.5546144,62,205.3319241,9.960558297
173,NLA06608-R716,1095.660759,110,409.7107423,9.960552355
704,NLA12_ND-198,896.4168106,90,313.9819982,9.960186784
533,NLA12_MI-133,946.1111713,95,352.1199272,9.959064961
391,NLA06608-2257,1065.547083,107,426.14559,9.958383957
422,NLA12_NH-112,677.1475503,68,222.3934495,9.95805221
708,NLA12_MT-138,1005.612777,101,428.694208,9.956562149
508,NLA12_MS-125,547.5492405,55,197.6217671,9.955440736
979,NLA12_OR-144,507.6718341,51,166.8178708,9.954349689
821,NLA12_NM-161,806.2978486,81,335.1252767,9.954294427
565,NLA12_WI-144,955.4849782,96,408.775136,9.952968523
783,NLA12_SD-166,836.0309466,84,350.8429442,9.952749364
848,NLA12_TX-199,1045.008194,105,349.1433727,9.952458987
858,NLA12_CO-114,995.244452,100,310.4015499,9.95244452
859,NLA12_CO-115,985.2867491,99,424.3149751,9.952391405
406,NLA12_ME-115,875.5790605,88,291.9948054,9.949762051
861,NLA12_CO-130,925.2916056,93,371.2852317,9.949372103
990,NLA12_WA-154,547.1115582,55,195.6845923,9.947482877
951,NLA12_WA-159,885.2986072,89,311.7414744,9.947175361
906,NLA12_UT-112,606.731997,61,220.4471533,9.94642618
686,NLA12_AR-111,576.8322609,58,206.487454,9.945383808
777,NLA12_SD-137,537.0274524,54,188.4611612,9.944952822
1021,NLA12_NJ-119,685.9724884,69,261.5576228,9.941630267
663,NLA12_IL-112,546.7365639,55,213.682567,9.940664797
954,NLA12_CA-R06,665.8702927,67,251.9084781,9.938362577
825,NLA12_CO-R10,536.296456,54,191.6606962,9.931415851
424,NLA12_RI-110,516.0905991,52,202.4010424,9.924819213
609,NLA12_MN-R12,605.3471531,61,211.0676373,9.923723822
950,NLA12_WA-147,585.0659068,59,226.6274897,9.916371302
675,NLA12_TN-106,525.2185852,53,202.3520665,9.909784626
454,NLA12_MD-115,455.6861637,46,177.0192324,9.90622095
