,lakeID,Perimeter,NoPoints,MaxLength,Spacing
42,NLA06608-1465,36541.67645,3000,5098.687334,12.18055882
573,NLA12_IL-111,36184.49825,3000,2908.605754,12.06149942
296,NLA06608-2823,35756.49315,3000,4947.342708,11.91883105
122,NLA06608-0020,35730.52915,3000,2479.17241,11.91017638
368,NLA06608-0934,34574.54256,3000,9410.904397,11.52484752
116,NLA06608-0623,34202.07316,3000,3226.518549,11.40069105
1009,NLA12_CA-188,33938.99781,3000,2984.147687,11.31299927
838,NLA12_TX-137,33500.65306,3000,3934.219722,11.16688435
78,NLA06608-2629,33225.6131,3000,8757.656277,11.07520437
322,NLA06608-2095,33070.32092,3000,4863.211737,11.02344031
985,NLA12_OR-169,32699.93967,3000,4803.111867,10.89997989
376,NLA06608-1781,31588.42411,3000,2311.639269,10.5294747
863,NLA12_NM-133,393.8967568,39,138.3880741,10.09991684
1035,NLA12_WA-R11,504.1193874,50,157.8114187,10.08238775
806,NLA12_KS-126,614.9898906,61,230.1738209,10.08180148
567,NLA12_WI-161,382.9344416,38,130.9960218,10.07722215
468,NLA12_VA-116,634.6847792,63,256.2226144,10.07436157
802,NLA12_MO-123,654.6424781,65,250.8200394,10.07142274
566,NLA12_WI-154,493.3320235,49,186.4734606,10.06800048
860,NLA12_CO-121,684.5610083,68,288.4856783,10.06707365
605,NLA12_WV-105,754.9788177,75,321.0231672,10.06638424
536,NLA12_MI-137,493.0141987,49,192.395741,10.06151426
956,NLA12_OR-163,704.299598,70,305.5202924,10.06142283
458,NLA12_NC-116,764.1975438,76,289.101303,10.05523084
1000,NLA12_CA-141,532.9068166,53,199.9709668,10.0548456
793,NLA12_KS-109,894.7045649,89,344.0706169,10.05286028
779,NLA12_SD-146,733.7937982,73,303.506852,10.05196984
444,NLA12_NJ-107,784.0268231,78,320.1256601,10.05162594
561,NLA12_WI-129,522.646205,52,182.8980155,10.05088856
816,NLA12_TX-232,552.69456,55,198.2739803,10.048992
560,NLA12_WI-128,532.531525,53,198.6029846,10.04776462
445,NLA12_NJ-118,703.3226387,70,279.7560695,10.04746627
876,NLA12_TX-201,622.924771,62,203.2120294,10.04717373
431,NLA12_NY-0111,954.4744181,95,399.0027963,10.04709914
491,NLA12_GA-107,693.2465755,69,272.0520435,10.04705182
1013,NLA12_OR-123,1054.860146,105,440.9716328,10.04628711
852,NLA12_OK-288,894.1103976,89,357.5567353,10.04618424
347,NLA06608-NV:2,803.6393819,80,306.5608773,10.04549227
644,NLA12_IA-R02,773.4137441,77,285.5455257,10.04433434
888,NLA12_AZ-R02,883.8696712,88,299.0201996,10.04397354
600,NLA12_IN-191,1044.437886,104,417.2399575,10.04267198
589,NLA12_IN-155,1014.092951,101,458.1546263,10.04052427
700,NLA12_MN-171,441.7473038,44,178.5121986,10.03971145
466,NLA12_VA-112,803.0633997,80,272.2276024,10.0382925
751,NLA12_SD-172,1134.308365,113,492.7640453,10.03812712
972,NLA12_ID-220,662.5063109,66,265.7618176,10.03797441
449,NLA12_VA-R18,1204.53629,120,345.7083845,10.03780242
819,NLA12_TX-235,1154.28219,115,506.7822611,10.03723644
537,NLA12_MI-139,622.3034871,62,223.1679268,10.03715302
572,NLA12_OH-R02,1324.896664,132,492.7643808,10.03709594
834,NLA12_LA-155,983.6298132,98,337.1523463,10.03703891
784,NLA12_SD-170,1354.911903,135,588.7551564,10.03638447
807,NLA12_KS-138,1414.987825,141,487.7039984,10.03537465
591,NLA12_IN-160,1274.385604,127,475.2263327,10.03453231
684,NLA12_MS-119,1334.546595,133,502.433257,10.03418492
988,NLA12_WA-129,451.4994777,45,165.442378,10.03332173
438,NLA12_PA-117,541.7916733,54,187.9158387,10.03317913
608,NLA12_IL-R03,973.166538,97,358.609633,10.03264472
915,NLA12_CA-123,1344.319784,134,513.9333438,10.0322372
976,NLA12_OR-126,1464.587686,146,578.4508696,10.0314225
982,NLA12_OR-158,1183.646725,118,529.7712262,10.03090445
476,NLA12_WV-113,852.5750713,85,361.6287514,10.03029496
933,NLA12_NV-141,1504.54257,150,457.6846892,10.0302838
681,NLA12_MN-138,1454.305526,145,603.5416107,10.02969329
872,NLA12_TX-161,1464.293151,146,546.1071111,10.02940514
890,NLA12_UT-409,1414.104269,141,570.1827389,10.02910829
255,NLA06608-0503,1694.889775,169,570.9575578,10.02893358
666,NLA12_IL-120,1434.116751,143,571.9014756,10.02878847
907,NLA12_UT-126,842.4106095,84,330.6934728,10.02869773
638,NLA12_WI-151,1243.553886,124,552.9921977,10.02866037
942,NLA12_UT-210,1333.751145,133,543.1843112,10.02820409
935,NLA12_NV-167,922.5763624,92,348.8681355,10.02800394
962,NLA12_ID-158,1283.559531,128,448.7866534,10.02780883
881,NLA12_UT-125,1724.770681,172,627.3613344,10.02773652
901,NLA12_AZ-140,1072.916989,107,382.5383107,10.02726158
905,NLA12_NM-162,1664.496147,166,579.4392677,10.02708522
425,NLA12_RI-113,862.3223905,86,328.1031381,10.02700454
944,NLA12_WA-115,852.2542361,85,363.8610976,10.02652042
443,NLA12_NJ-106,1694.476141,169,538.2780299,10.02648604
599,NLA12_IN-183,1503.950219,150,561.7742797,10.02633479
547,NLA12_MI-169,1824.685278,182,680.2443372,10.02574329
315,NLA06608-0775,1614.118817,161,545.2543179,10.02558272
318,NLA06608-2120,1924.880808,192,735.5746048,10.02542088
908,NLA12_UT-147,641.6148303,64,256.3343513,10.02523172
477,NLA12_NJ-131,1914.73746,191,684.0389355,10.02480346
480,NLA12_NC-115,1283.083404,128,454.1509396,10.02408909
211,NLA06608-0064,1974.738656,197,778.8275746,10.02405409
953,NLA12_CA-R10,1734.134875,173,656.845169,10.02390101
949,NLA12_WA-131,1483.522924,148,663.1299859,10.02380354
520,NLA12_MI-150,2094.892449,209,771.2344938,10.02340885
795,NLA12_KS-121,1683.88589,168,575.4675969,10.02313029
709,NLA12_MT-143,1583.602197,158,557.2776607,10.02279871
244,NLA06608-0220,1854.212034,185,773.5012461,10.02276775
975,NLA12_OR-121,1282.903148,128,375.3376483,10.02268084
845,NLA12_TX-176,892.0040653,89,337.5578377,10.02251759
310,NLA06608-0687,1573.530545,157,623.253836,10.02248755
269,NLA06608-0808,1673.753911,167,677.7123414,10.02247851
80,NLA06608-1469,2084.631936,208,770.9478065,10.02226892
718,NLA12_ND-146,1733.809999,173,721.6411137,10.02202311
465,NLA12_VA-111,1703.73231,170,393.3421226,10.02195476
813,NLA12_OK-296,982.1427206,98,351.4795787,10.0218645
598,NLA12_IN-180,1222.648235,122,512.9510709,10.02170684
606,NLA12_WV-112,1372.967496,137,549.0894427,10.02166055
511,NLA12_IN-134,771.6625307,77,277.007223,10.02159131
53,NLA06608-1637,1763.771885,176,720.6539099,10.02143117
672,NLA12_MO-120,861.8331072,86,374.2248852,10.0213152
579,NLA12_WV-111,1342.850121,134,415.6687343,10.02126956
904,NLA12_ID-203,1813.844131,181,657.5397236,10.02123829
798,NLA12_MO-108,2294.85769,229,761.6597386,10.02121262
815,NLA12_OK-306,962.01627,96,362.0863324,10.02100281
749,NLA12_SD-157,1944.055569,194,670.0349181,10.020905
559,NLA12_WI-120,951.9708286,95,315.9377339,10.02074556
745,NLA12_SD-132,2224.492422,222,889.5898738,10.02023613
760,NLA12_NE-125,1322.666501,132,482.9375138,10.02020077
857,NLA12_OK-311,1903.809287,190,546.8066169,10.02004888
986,NLA12_OR-173,1623.229437,162,379.4168385,10.0199348
507,NLA12_MS-112,901.7766768,90,341.3930799,10.01974085
548,NLA12_MI-172,1853.55156,185,634.7979805,10.01919762
748,NLA12_SD-150,2194.186928,219,728.1808904,10.01911839
451,NLA12_DE-107,2494.730657,249,1010.913932,10.01899862
631,NLA12_MN-147,1793.379689,179,753.007168,10.01888094
170,NLA06608-0350,2194.106633,219,757.7168761,10.01875175
742,NLA12_ND-202,1793.313955,179,641.639604,10.01851371
897,NLA12_WA-R10,2284.190737,228,924.7186373,10.01838042
175,NLA06608-2036,1562.866093,156,426.277951,10.01837239
864,NLA12_NM-138,2173.95564,217,768.6418961,10.01822875
580,NLA12_IN-126,1412.562392,141,546.9570628,10.018173
699,NLA12_MN-158,2173.913647,217,601.6863669,10.01803524
436,NLA12_CT-118,2764.94314,276,1272.316852,10.01790993
205,NLA06608-1198,2464.393344,246,892.6788651,10.01785912
263,NLA06608-0916,1512.686493,151,680.0748821,10.01779134
1016,NLA12_WA-133,2073.682227,207,710.3287388,10.01778854
2,NLA06608-EMAP:ME254L,2664.727597,266,1008.494797,10.01777292
971,NLA12_ID-218,1242.156298,124,414.5500814,10.0173895
253,NLA06608-0807,2564.434324,256,1020.795567,10.01732158
553,NLA12_OH-112,2594.482554,259,927.7933927,10.01730716
79,NLA06608-0530,2043.521571,204,694.6572548,10.0172626
157,NLA06608-1364,1883.231722,188,748.9070868,10.01719001
758,NLA12_ND-149,1552.659072,155,583.92241,10.0171553
138,NLA06608-0660,1803.052975,180,593.4178491,10.01696097
594,NLA12_IN-164,841.4231538,84,330.6428276,10.01694231
731,NLA12_ND-115,1312.213224,131,359.1851773,10.01689484
463,NLA12_VA-109,771.2798929,77,302.199636,10.01662199
808,NLA12_NM-117,1943.210333,194,636.2999255,10.01654811
415,NLA12_ME-134,560.9226793,56,213.5953013,10.01647642
543,NLA12_MI-164,2233.648535,223,1001.784035,10.01636114
1017,NLA12_WA-138,1943.149103,194,688.9533497,10.01623249
647,NLA12_IA-132,2754.449468,275,1018.288557,10.01617988
423,NLA12_NH-115,2333.731872,233,839.6387043,10.01601662
601,NLA12_IN-193,2373.77736,237,849.8534952,10.01593823
356,NLA06608-0641,2904.527022,290,1346.032055,10.01561042
404,NLA12_ME-113,801.2478742,80,318.0769559,10.01559843
113,NLA06608-1018,3104.793305,310,1172.069758,10.01546227
57,NLA06608-1821,2113.246916,211,965.7117784,10.01538823
432,NLA12_NY-R11,3254.988653,325,974.6814222,10.0153497
1015,NLA12_WA-121,2313.539638,231,960.4347061,10.01532311
172,NLA06608-ELS:2C3-018,3234.900682,323,1109.376055,10.01517239
855,NLA12_OK-293,1352.00306,135,523.387491,10.01483748
38,NLA06608-0498,2814.129664,281,1192.293173,10.01469631
753,NLA12_WY-137,1892.746441,189,775.3814299,10.01453143
626,NLA12_MN-181,2493.616223,249,844.6146536,10.01452299
1006,NLA12_CA-172,2984.286414,298,981.3843887,10.01438394
448,NLA12_NY-0112,811.1614073,81,297.9533198,10.01433836
814,NLA12_OK-302,2623.717971,262,887.1329662,10.01419073
595,NLA12_IN-171,1632.296743,163,503.6509223,10.01409045
846,NLA12_TX-187,2062.895314,206,749.7217568,10.01405492
941,NLA12_UT-186,1101.542559,110,391.5667164,10.01402327
921,NLA12_ID-165,2573.589206,257,1084.343636,10.01396578
506,NLA12_GA-118,2763.846167,276,939.4358129,10.01393539
101,NLA06608-1003,3574.969054,357,1156.596254,10.01391892
899,NLA12_AZ-123,3174.407675,317,778.6097583,10.01390434
125,NLA06608-1755,2433.376768,243,886.3247664,10.01389617
716,NLA12_ND-126,1922.665883,192,543.5503635,10.01388481
843,NLA12_TX-169,2443.38482,244,952.7395607,10.01387221
66,NLA06608-0221,3654.993609,365,1091.794853,10.01368112
460,NLA12_PA-110,1582.161111,158,683.0464642,10.01367792
584,NLA12_IN-135,1662.23534,166,489.9696256,10.01346591
894,NLA12_CA-R09,700.9405882,70,251.3385164,10.01343697
652,NLA12_WI-136,2993.981229,299,947.9643845,10.01331515
592,NLA12_IN-162,1101.456632,110,345.2269971,10.01324211
455,NLA12_MD-118,2803.646666,280,1089.962208,10.01302381
683,NLA12_LA-141,3063.953352,306,1352.015548,10.01291945
528,NLA12_MI-125,2002.561483,200,712.1088591,10.01280741
482,NLA12_NC-127,3254.082622,325,964.0917211,10.01256192
932,NLA12_NV-137,2923.568799,292,1188.298502,10.01222191
557,NLA12_WI-113,1051.273662,105,378.6363405,10.01213012
367,NLA06608-2450,1852.243225,185,736.3293713,10.01212554
992,NLA12_CA-112,3293.984315,329,987.460079,10.01211038
92,NLA06608-0219,3424.120864,342,1354.274282,10.01204931
398,NLA12_CT-107,3514.188191,351,862.0030624,10.01193217
696,NLA12_MN-150,1481.754105,148,497.6289525,10.01185206
484,NLA12_SC-127,4034.773351,403,1057.56995,10.01184454
974,NLA12_NV-127,2162.547275,216,775.1548929,10.01179294
898,NLA12_AZ-118,2623.072058,262,569.6604355,10.01172541
715,NLA12_ND-119,2292.670154,229,809.2159291,10.01166006
299,NLA06608-0280,1121.294283,112,504.9713379,10.0115561
1033,NLA12_NY-R08,560.6455689,56,219.8805297,10.01152802
868,NLA12_TX-144,2572.942742,257,884.7721239,10.01145036
741,NLA12_ND-167,3704.218689,370,1154.012731,10.01140186
735,NLA12_ND-134,4104.652936,410,1629.820316,10.01134863
546,NLA12_MI-168,2402.697172,240,907.4507242,10.01123822
31,NLA06608-0101,4444.988173,444,1222.43441,10.01123462
361,NLA06608-0085,2713.039753,271,1024.526303,10.0112168
414,NLA12_ME-130,1291.418815,129,512.8362825,10.01099857
671,NLA12_MO-117,530.5733428,53,167.1555488,10.01081779
250,NLA06608-0723,3353.602372,335,1319.181414,10.01075335
865,NLA12_TX-118,2702.8818,270,982.4592988,10.01067333
1012,NLA12_CA-212,2402.559742,240,546.8189837,10.01066559
433,NLA12_NY-0108,1221.279356,122,537.2694712,10.01048652
375,NLA06608-0593,1311.358566,131,533.2719892,10.01037073
1020,NLA12_WA-157,2862.963772,286,1164.085991,10.01036284
662,NLA12_IL-109,2412.487036,241,786.3447382,10.01031965
614,NLA12_IL-116,3323.419077,332,627.9560905,10.01029842
9,NLA06608-ACAD_LAKES_0435,1451.487535,145,635.0725865,10.01025886
978,NLA12_OR-133,1972.018443,197,764.157568,10.0102459
923,NLA12_ID-180,1411.430493,141,583.4164941,10.01014534
246,NLA06608-3644,2102.124404,210,702.2572654,10.01011621
617,NLA12_KY-120,2072.074698,207,720.3277839,10.01002269
719,NLA12_ND-162,2632.632817,263,813.5376704,10.01001071
500,NLA12_MI-129,2962.921004,296,1003.725455,10.00986826
879,NLA12_UT-118,1321.292847,132,487.5638886,10.00979429
413,NLA12_ME-129,2102.041554,210,939.9283066,10.00972169
1004,NLA12_CA-166,1431.390168,143,559.1308486,10.00972146
33,NLA06608-1333,2122.059733,212,916.8328789,10.00971572
616,NLA12_IN-202,630.6101729,63,216.970122,10.00968528
203,NLA06608-1326,3383.272517,338,1243.989734,10.009682
276,NLA06608-0488,4204.009312,420,610.1134437,10.00954598
891,NLA12_UT-324,2642.487694,264,1051.83418,10.00942308
562,NLA12_WI-132,5344.991915,534,1657.348713,10.00934816
535,NLA12_MI-136,1641.53046,164,513.5351565,10.00933207
1010,NLA12_CA-190,4714.384794,471,1545.6065,10.00930954
645,NLA12_IA-150,3563.306971,356,977.1885828,10.00928924
538,NLA12_MI-141,1831.684667,183,719.0550108,10.00920583
86,NLA06608-R5:KATHRYN,5364.919051,536,1513.46219,10.00917733
1,NLA12_NY-0104,2031.86019,203,776.3768202,10.0091635
648,NLA12_IA-134,3943.542339,394,1552.744465,10.00899071
625,NLA12_MN-180,4493.937943,449,977.151723,10.00877047
469,NLA12_VA-118,550.4803452,55,194.3241165,10.00873355
331,NLA06608-1521,5724.99163,572,1930.041868,10.00872663
805,NLA12_KS-124,2572.20762,257,851.9027089,10.00858996
903,NLA12_AZ-157,1581.353371,158,613.241999,10.00856564
210,NLA06608-0385,2702.303833,270,839.138094,10.00853271
900,NLA12_AZ-127,3643.085208,364,1258.287977,10.00847585
682,NLA12_MN-130,4884.119969,488,1260.359526,10.00844256
1036,NLA12_IA-127,5014.225396,501,1107.779931,10.00843392
396,NLA06608-0173,3112.575594,311,1204.480558,10.00828165
1028,NLA12_UT-137,2421.988404,242,790.0353185,10.00821654
447,NLA12_PA-R10,2221.820293,222,971.7502822,10.00819952
917,NLA12_CA-200,1461.195879,146,529.1593948,10.00819095
789,NLA12_CO-125,480.3844733,48,160.0916976,10.00800986
505,NLA12_AL-114,3492.794825,349,810.7102759,10.0080081
366,NLA06608-0870,6094.844063,609,2843.16866,10.00795413
235,NLA06608-1339,5434.306039,543,1472.485398,10.00793009
49,NLA06608-0761,2481.955608,248,1087.289463,10.00788552
256,NLA06608-1723,3602.826603,360,974.3312276,10.00785167
18,NLA06608-0657,3192.494529,319,1297.931001,10.00781984
83,NLA06608-0002,1701.309709,170,542.4715474,10.00770417
604,NLA12_TN-119,5804.456965,580,862.5715363,10.00768442
502,NLA12_AL-105,2922.232754,292,956.3868815,10.00764642
379,NLA06608-0181,4493.418779,449,1769.678205,10.00761421
231,NLA06608-1210,4483.408619,448,1988.926837,10.00760852
227,NLA06608-1155,1451.098345,145,470.7297995,10.0075748
43,NLA06608-2418,5834.407814,583,1546.346382,10.00756057
929,NLA12_MT-140,1791.352371,179,660.1239981,10.00755515
8,NLA06608-NELP-1041,6134.612301,613,1702.465263,10.00752414
192,NLA06608-0208,3782.832849,378,1352.734759,10.00749431
799,NLA12_MO-110,4103.030444,410,1107.961295,10.00739133
529,NLA12_MI-126,3252.396545,325,769.921429,10.00737398
1008,NLA12_CA-181,1461.069063,146,577.7377594,10.00732235
485,NLA12_FL-110,520.3714357,52,179.3546733,10.00714299
634,NLA12_SD-158,5924.191125,592,2253.920284,10.0070796
106,NLA06608-1450,4263.012991,426,1480.548887,10.00707275
1003,NLA12_CA-157,6394.514674,639,2239.324665,10.00706522
785,NLA12_SD-198,6934.880076,693,2304.096013,10.00704196
887,NLA12_WY-133,3522.463326,352,1116.626585,10.00699808
714,NLA12_MT-177,2551.775421,255,833.1144114,10.00696244
564,NLA12_WI-142,790.54234,79,303.4359643,10.00686506
143,NLA06608-0820,6644.518879,664,1114.878277,10.00680554
39,NLA06608-0805,1651.119179,165,689.2858912,10.0067829
627,NLA12_NC-109,4993.324301,499,1523.89793,10.00666193
504,NLA12_AL-113,3722.445991,372,1127.556319,10.00657524
265,NLA06608-1292,6924.526604,692,2056.91584,10.00654134
63,NLA06608-0989,5373.49698,537,1343.002507,10.00651207
62,NLA06608-0045,3962.5298,396,1181.965805,10.00638838
372,NLA06608-2193,4352.765108,435,1837.396021,10.00635657
55,NLA06608-2333,3682.314653,368,803.8627048,10.00628982
1031,NLA12_CO-117,3332.084989,333,1049.497338,10.00626123
661,NLA12_WI-188,1240.776257,124,490.9047515,10.00626014
963,NLA12_ID-168,7264.491398,726,2750.621593,10.0061865
705,NLA12_ND-199,1761.06887,176,725.6780892,10.00607312
730,NLA12_MT-162,3191.925571,319,1162.226966,10.00603627
73,NLA06608-1349,2441.467045,244,868.8550609,10.00601248
841,NLA12_TX-160,2291.366758,229,671.454554,10.00596837
87,NLA06608-R5:OTTAWA,6703.918926,670,2582.160321,10.00584914
334,NLA06608-0962,6643.858201,664,1859.362193,10.00581054
332,NLA06608-2797,3632.106989,363,978.5788962,10.00580438
665,NLA12_IL-118,3512.035632,351,632.5617639,10.00579952
186,NLA06608-1195,8244.771341,824,2040.195963,10.00579046
34,NLA06608-4252,2391.373352,239,974.3678992,10.00574624
896,NLA12_WA-R08,5012.847609,501,1514.163557,10.00568385
486,NLA12_FL-114,890.5047687,89,292.8282533,10.00567156
615,NLA12_IN-130,5142.914692,514,1520.106925,10.00567061
781,NLA12_SD-154,7564.245744,756,2113.746519,10.00561606
148,NLA06608-0804,3201.793919,320,1073.555257,10.005606
902,NLA12_AZ-143,2711.487043,271,994.0301309,10.00548724
674,NLA12_MS-113,6693.649387,669,1800.494963,10.00545499
152,NLA06608-0942,5953.219739,595,2385.860336,10.00541133
176,NLA06608-1268,6983.777031,698,1250.290409,10.00541122
91,NLA06608-1835,1240.669448,124,451.3149381,10.00539877
835,NLA12_LA-161,4962.663538,496,1014.012333,10.00537004
780,NLA12_SD-147,5162.76342,516,959.6559458,10.00535547
132,NLA06608-3147,5472.89448,547,1743.800971,10.00529155
355,NLA06608-2833,4252.184885,425,1864.551738,10.00514091
636,NLA12_WI-138,1770.900334,177,527.6645376,10.00508663
207,NLA06608-1856,4082.074958,408,1454.07756,10.00508568
259,NLA06608-R770,1860.938115,186,570.3165295,10.00504363
421,NLA12_NH-111,4292.154067,429,1631.189637,10.00502114
964,NLA12_ID-175,5802.910732,580,2296.951592,10.0050185
830,NLA12_UT-374,9154.494121,915,2252.14536,10.00491161
374,NLA06608-0086,8734.248415,873,3463.37079,10.00486645
128,NLA06608-0031,5102.472671,510,1387.056294,10.00484838
470,NLA12_VA-119,8904.29363,890,1139.972241,10.0048243
893,NLA12_UT-397,5562.639768,556,2398.842986,10.00474778
514,NLA12_IN-185,2040.967612,204,817.0584237,10.0047432
549,NLA12_MI-177,9914.662667,991,3968.445449,10.00470501
257,NLA06608-R728,2181.022694,218,812.7081864,10.00469126
571,NLA12_NY-0109,3541.641647,354,1076.83965,10.00463742
327,NLA06608-1641,4572.088461,457,1666.237467,10.00456994
711,NLA12_MT-151,2170.983916,217,572.5412187,10.00453417
747,NLA12_SD-141,4091.846657,409,1407.366904,10.00451505
1023,NLA12_OH-134,3241.436902,324,798.2410687,10.00443488
37,NLA06608-0006,5722.506375,572,1994.995592,10.00438177
697,NLA12_MN-153,1750.766026,175,544.2478512,10.00437729
435,NLA12_CT-115,6052.628907,605,1650.048816,10.0043453
691,NLA12_MN-127,1800.778308,180,657.2135968,10.00432394
475,NLA12_VA-130,2240.954011,224,824.7482914,10.00425898
191,NLA06608-0110,10344.40147,1034,3476.228519,10.00425674
702,NLA12_ND-190,1510.64032,151,529.2609394,10.00424053
17,NLA06608-0913,10744.45714,1074,1349.560079,10.00415004
351,NLA06608-0425,6622.747219,662,2582.393318,10.00414988
274,NLA06608-1824,9543.948475,954,1777.405136,10.00413886
981,NLA12_OR-155,4131.668695,413,1378.158748,10.00404042
980,NLA12_OR-154,10554.26116,1055,3273.734302,10.00403901
15,NLA06608-0918,10294.13927,1029,3532.18736,10.00402262
189,NLA06608-0608,4861.941644,486,2084.477501,10.00399515
725,NLA12_ND-187,5181.995685,518,1437.759201,10.00385267
739,NLA12_ND-163,1030.387294,103,322.7740157,10.00376013
286,NLA06608-0972,3791.408497,379,911.2546864,10.00371635
918,NLA12_ID-121,2921.080656,292,739.6781965,10.00370088
471,NLA12_VA-121,3841.411617,384,1157.363795,10.00367608
660,NLA12_WI-179,13694.98899,1369,2676.480147,10.00364426
323,NLA06608-2217,5111.859152,511,1405.068278,10.00363826
337,NLA06608-2305,3201.143846,320,1443.680566,10.00357452
473,NLA12_VA-125,9443.349214,944,1159.890564,10.0035479
853,NLA12_OK-291,14454.99472,1445,2390.63847,10.00345655
650,NLA12_WI-131,6612.282515,661,1802.594943,10.00345312
728,NLA12_MT-142,6042.067455,604,1618.582614,10.00342294
32,NLA06608-2086,1710.581548,171,707.4478537,10.00340087
335,NLA06608-3329,3741.252958,374,1372.913116,10.00335016
369,NLA06608-0614,7182.394745,718,1413.120643,10.0033353
670,NLA12_MO-109,3561.185287,356,970.6118515,10.00332946
689,NLA12_LA-152,12174.01052,1217,2341.958961,10.00329541
818,NLA12_TX-R09,8242.660276,824,2150.2853,10.00322849
763,NLA12_NE-133,5761.85923,576,1218.478395,10.00322783
761,NLA12_NE-127,6282.01521,628,2130.686012,10.00320893
726,NLA12_ND-196,9142.871364,914,3351.535712,10.00314154
