"SITE_ID"	"VISIT_NO"	"DEPTH"	"YEAR"	"MONTH"	"DAY"	"TEMP_FIELD"	"DO_FIELD"	"PH_FIELD"	"COND_FIELD"	"LAYER"
"240"	"NLA12_AZ-130"	"2"	13	2012	8	22	23.6	0.4	7.6	718	"H"
"241"	"NLA12_AZ-130"	"2"	14	2012	8	22	21.7	0.4	7.5	715	"H"
"242"	"NLA12_AZ-130"	"2"	15	2012	8	22	20.2	0.5	7.5	715	"H"
"243"	"NLA12_AZ-130"	"2"	16	2012	8	22	18.6	0.5	7.5	720	"H"
"244"	"NLA12_AZ-130"	"2"	17	2012	8	22	18.3	0.4	7.5	725	"H"
"245"	"NLA12_AZ-130"	"2"	18	2012	8	22	17.8	0.4	7.5	725	"H"
"246"	"NLA12_AZ-130"	"2"	19	2012	8	22	17.3	0.4	7.5	725	"H"
"247"	"NLA12_AZ-130"	"2"	20	2012	8	22	19.9	0.4	7.5	726	"H"
"248"	"NLA12_AZ-130"	"2"	21	2012	8	22	16	0.4	7.5	725	"H"
"249"	"NLA12_AZ-130"	"2"	22	2012	8	22	15.8	0.4	7.5	725	"H"
"250"	"NLA12_AZ-140"	"1"	0	2012	7	19	26.55	9.75	8.5	193	"E"
"251"	"NLA12_AZ-140"	"1"	1	2012	7	19	26.6	9.9	8.5	193	"E"
"252"	"NLA12_AZ-140"	"1"	2	2012	7	19	26.4	9.9	8.5	193	"E"
"253"	"NLA12_AZ-140"	"1"	3	2012	7	19	26.4	9.4	8.4	193	"E"
"254"	"NLA12_AZ-140"	"1"	3.8	2012	7	19	26	5.1	7.6	191	"E"
"255"	"NLA12_AZ-143"	"1"	0	2012	8	30	23.15	7.1	9.2	81	"E"
"256"	"NLA12_AZ-143"	"1"	1	2012	8	30	22.2	8.1	9.3	81	"E"
"257"	"NLA12_AZ-143"	"1"	2	2012	8	30	21.7	8	9	81	"E"
"258"	"NLA12_AZ-143"	"1"	3	2012	8	30	18.8	0.3	7.1	121	"E"
"259"	"NLA12_AZ-145"	"1"	0	2012	8	14	21.35	7.15	9.8	265	"E"
"260"	"NLA12_AZ-145"	"1"	0.5	2012	8	14	21.1	7.5	9.7	264	"E"
"261"	"NLA12_AZ-145"	"1"	1	2012	8	14	20.6	6.6	9.7	265	"E"
"262"	"NLA12_AZ-145"	"1"	1.5	2012	8	14	20.4	5.4	9.7	264	"E"
"263"	"NLA12_AZ-145"	"1"	2	2012	8	14	19.6	2.4	9.5	263	"E"
"264"	"NLA12_AZ-145"	"1"	2.5	2012	8	14	19	1.1	9.5	264	"E"
"265"	"NLA12_AZ-145"	"1"	2.7	2012	8	14	18.6	0.7	9.4	263	"E"
"266"	"NLA12_AZ-157"	"1"	0	2012	8	17	22.8	15.95	10.4	119	"E"
"267"	"NLA12_AZ-157"	"1"	0.5	2012	8	17	21.5	16.6	10.3	116	"E"
"268"	"NLA12_AZ-157"	"1"	1	2012	8	17	17.2	7	9.3	90	"E"
"269"	"NLA12_AZ-157"	"1"	1.4	2012	8	17	16.7	2.5	8.7	96	"E"
"270"	"NLA12_AZ-R01"	"1"	0	2012	8	22	21.4	6	8.15	20	"E"
"271"	"NLA12_AZ-R01"	"1"	1	2012	8	22	21.4	6.2	7.9	20	"E"
"272"	"NLA12_AZ-R01"	"1"	2	2012	8	22	21.3	6.2	7.7	20	"E"
"273"	"NLA12_AZ-R01"	"1"	3	2012	8	22	21.1	6.2	7.6	20	"E"
"274"	"NLA12_AZ-R01"	"1"	4	2012	8	22	21	6.2	7.6	20	"E"
"275"	"NLA12_AZ-R01"	"1"	5	2012	8	22	21	6.1	7.5	20	"M"
"276"	"NLA12_AZ-R01"	"1"	6	2012	8	22	19.6	3	7	21	"M"
"277"	"NLA12_AZ-R01"	"1"	7	2012	8	22	16.2	0.7	6.6	22	"M"
"278"	"NLA12_AZ-R01"	"1"	7.8	2012	8	22	14.2	0.8	6.3	23	"M"
"279"	"NLA12_AZ-R02"	"1"	0	2012	8	21	19	4.65	8.85	297	"E"
"280"	"NLA12_AZ-R02"	"1"	0.5	2012	8	21	23.5	4.4	8.8	294	"E"
